Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline,Record ID,Forecast category,Original Traffic Source,Associated Company,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary),Is Closed Won,Forecast probability,Contract End Date,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
7200,BPO,264:34:49,,23,,11/15/2023 14:53,Event,,11/1/2023,,,123:32:49,Sales Pipeline,15754783784,Closed won,Offline Sources,Associated_e4b883e0,Deal_47b81376,,1,7200,,,1,Associated_e4b883e0,TRUE,,12/1/2024,4/2/2024 12:03,12,,FALSE,7200,TRUE,,Deal_e4b883e0,7200,,7200,169:23:51,0,,10/23/2023 10:21,,,11/6/2024 16:40,,Closed Won,New
2400,They are starting to roll out symtrain to their le...,720:09:54,,34,,11/22/2023 10:13,Other,,,,,,Sales Pipeline,15691158188,Closed won,Organic Search,Associated_c9217335,Deal_b7ff96bb,,1,2400,,,1,Associated_c9217335,TRUE,,,12/2/2024 12:15,,,FALSE,2400,TRUE,,Deal_49ff690e,2400,,2400,,0,,10/18/2023 15:36,115:26:29,,12/2/2024 12:15,,Closed Won,Growth
30000,Medicare and Bi Lingual NLB,720:24:58,,77,,1/4/2024 13:06,Other,,,,,,Sales Pipeline,15690903128,Closed won,Offline Sources,Associated_f62b3a08,Deal_b7ff96bb,,1,30000,,,1,Associated_f62b3a08,TRUE,,,9/27/2024 9:18,,,FALSE,30000,TRUE,,Deal_cbe18dca,30000,,30000,503:08:32,0,,10/18/2023 15:01,647:30:50,,1/14/2025 17:11,,Closed Won,Growth
10200,Increasing Symc from 70-100 licenses,,,32,,11/20/2023 11:18,Other,,,,,,Sales Pipeline,15690865440,Closed won,Direct Traffic,,Deal_b7ff96bb,,1,10200,,,1,,TRUE,,,11/16/2023 11:13,,10/31/2023,FALSE,10200,TRUE,10/31/2023,Deal_c6f8f609,10200,,10200,,0,,10/18/2023 14:37,600:11:31,,11/21/2024 14:57,0:01:37,Closed Won,Growth
0,"200 to 300 agents, adding OTR and Lean for sym cre...",1172:32:58,,90,,1/2/2024 16:55,Other,,,,,,Sales Pipeline,15449480087,Not forecasted,Offline Sources,Associated_7059f1f6,Deal_b7ff96bb,,1,31000,,,0,Associated_7059f1f6,FALSE,,,12/18/2024 10:20,,,TRUE,0,TRUE,,Deal_446ffde6,31000,,31000,702:18:46,0,,10/4/2023 14:41,288:21:56,,2/11/2025 6:31,,Closed Lost,Growth
0,Renewal- 70 licenses for annual term,,,456,,1/3/2025 9:54,Other,,,,,,Sales Pipeline,15449642647,Not forecasted,Offline Sources,,Deal_b7ff96bb,,1,0,,,0,,FALSE,,,12/16/2024 12:25,,,TRUE,0,TRUE,,Deal_c0fd82b5,0,,0,,0,3767:44:12,10/4/2023 14:36,,,2/11/2025 6:31,,Closed Lost,Renewal
5000,SSO,335:53:30,,13,,10/18/2023 14:26,Other,,,,,,Sales Pipeline,15449478985,Closed won,Offline Sources,,Deal_b7ff96bb,,1,5000,,,1,,TRUE,,,12/18/2024 10:20,,10/18/2023,FALSE,5000,TRUE,10/18/2023,Deal_a87d0c1c,5000,,5000,,0,,10/4/2023 14:32,,,2/11/2025 6:31,,Closed Won,Growth
7500,Burst licenses- 100 users for 3 months,336:16:05,,35,,11/9/2023 13:27,Other,,,,,,Sales Pipeline,15449641791,Closed won,Offline Sources,Associated_0172e8dc,Deal_b7ff96bb,,1,7500,,,1,Associated_0172e8dc,TRUE,,,12/18/2024 10:20,,,FALSE,7500,TRUE,,Deal_cfd1d803,7500,,7500,,0,,10/4/2023 14:30,527:40:48,,2/11/2025 6:31,,Closed Won,Growth
0,Free Trial,7730:41:39,840:01:14,357,,9/19/2024 14:15,Event,,,,,,Sales Pipeline,15361319218,Not forecasted,Organic Search,Associated_0c99d7e6,Deal_3d3dc242,,1,50000,,,0,Associated_0c99d7e6,FALSE,,,2/7/2024 8:29,,,TRUE,0,TRUE,,Deal_1ec21389,50000,,50000,,0,,9/28/2023 11:32,,,11/5/2024 9:31,,Closed Lost,New
0,200 users for training on logistics and soft skill...,0:00:04,,158,,3/3/2024 20:20,Search,3247:11:58,,,,,Sales Pipeline,15340342049,Not forecasted,Organic Social,Associated_15711e9f,Deal_3d3dc242,,1,30000,,,0,Associated_15711e9f,FALSE,,,2/20/2024 9:36,,,TRUE,0,TRUE,,Deal_8edbea80,30000,,30000,,0,,9/27/2023 10:02,,,2/12/2025 15:10,,Closed Lost,New
0,Returning Customer,2476:39:48,,103,,1/2/2024 14:17,Other,,,,,,Sales Pipeline,15271115588,Not forecasted,Offline Sources,Associated_98fb0ace,Deal_b7ff96bb,,1,30000,,,0,Associated_98fb0ace,FALSE,,,9/27/2023 10:40,,,TRUE,0,TRUE,,Deal_511d59cd,30000,,30000,,0,,9/21/2023 10:37,,,9/18/2024 18:48,,Closed Lost,Growth
0,New,1:28:37,,0,,9/21/2023 11:47,Other,,,,,,Sales Pipeline,15270815807,Not forecasted,Offline Sources,Associated_98fb0ace,Deal_b7ff96bb,,1,30000,,,0,Associated_98fb0ace,FALSE,,,,,,TRUE,0,TRUE,,Deal_d0739118,30000,,30000,,0,,9/21/2023 10:18,,,9/18/2024 18:48,,Closed Lost,Growth
0,"1,000 agents, adapting their recruitment an onboar...",4595:23:12,,191,,3/27/2024 21:23,SymTrain EE name,,,,,,Sales Pipeline,15220484379,Not forecasted,Offline Sources,Associated_6909483f,Deal_3d3dc242,,1,50000,,,0,Associated_6909483f,FALSE,,,10/27/2023 9:00,,,TRUE,0,TRUE,,Deal_ac3ed625,50000,,50000,,0,,9/18/2023 10:00,,,9/2/2024 16:38,,Closed Lost,New
0,Full lifecycle use case,4595:25:15,,191,,3/27/2024 21:24,SymTrain EE name,,,,,,Sales Pipeline,15220484102,Not forecasted,Offline Sources,Associated_4ce238e9,Deal_3d3dc242,,1,50000,,,0,Associated_4ce238e9,FALSE,,,10/27/2023 9:00,,,TRUE,0,TRUE,,Deal_4ce238e9,50000,,50000,,0,,9/18/2023 9:58,,,1/15/2025 12:46,,Closed Lost,New
0,Air Traffic Control Team,1056:28:17,,44,,11/1/2023 10:19,SymTrain EE name,,,,,,Sales Pipeline,15220482129,Not forecasted,Offline Sources,Associated_d2727223,Deal_3d3dc242,,1,50000,,,0,Associated_d2727223,FALSE,,,9/15/2023 13:30,,,TRUE,0,TRUE,,Deal_d2727223,50000,,50000,,0,,9/18/2023 9:49,,,9/2/2024 16:38,,Closed Lost,New
31500,Trial with Bread for onboarding. like to expand to...,,,309,,7/17/2024 12:26,SymTrain EE name,5542:09:44,,,,,Sales Pipeline,15124574762,Closed won,Offline Sources,Associated_73370300,Deal_a360069f,,1,31500,,,1,Associated_73370300,TRUE,,,11/26/2024 9:21,,12/1/2023,FALSE,31500,TRUE,3/31/2024,Deal_afac918b,31500,,31500,1338:34:46,0,,9/12/2023 10:58,,,2/19/2025 10:07,,Closed Won,New
0,Supporting their healthcare client with training. ...,3524:56:43,,146,,1/30/2024 7:49,SymTrain EE name,,,,,,Sales Pipeline,14997595409,Not forecasted,Organic Search,Associated_ea2b6b10,Deal_3d3dc242,,1,70000,,,0,Associated_ea2b6b10,FALSE,,,,,,TRUE,0,TRUE,,Deal_cf3a18f6,70000,,70000,,0,,9/5/2023 11:52,,,9/2/2024 16:39,,Closed Lost,New
14400,Full agent lifecycle,1227:55:49,,167,,2/19/2024 13:34,SymTrain EE name,2180:52:38,,,,242:35:29,Sales Pipeline,14997026612,Closed won,Direct Traffic,Associated_499f0a3c,Deal_3d3dc242,,1,14400,,,1,Associated_499f0a3c,TRUE,,,5/22/2024 13:47,,11/17/2023,FALSE,14400,TRUE,2/17/2024,Deal_0ea4e8c7,14400,149:26:54,14400,90:58:09,0,,9/5/2023 11:51,25:50:17,,9/11/2024 16:36,,Closed Won,New
25000,Anupam runs digital innovation lab. Automating tra...,10722:29:15,,596,11,4/11/2025 11:27,PAM,,,,,,Sales Pipeline,14796495288,Best case,Offline Sources,Associated_ea730840,Deal_3d3dc242,,0,50000,,,0.5,Associated_ea730840,FALSE,,,12/10/2024 10:30,,,FALSE,25000,FALSE,,Deal_0e12935a,50000,,50000,,1,,8/23/2023 16:03,,,2/12/2025 11:28,,Contract Sent,New
0,This group is brought in for any training that nee...,1865:25:15,,77,,11/9/2023 8:26,Event,,,,,,Sales Pipeline,14796277431,Not forecasted,Offline Sources,Associated_aec87052,Deal_3d3dc242,,1,50000,,,0,Associated_aec87052,FALSE,,,8/30/2023 20:00,,,TRUE,0,TRUE,,Deal_5bc8b036,50000,,50000,,0,,8/23/2023 16:01,,,11/5/2024 9:31,,Closed Lost,New
0,Full agent life cycle for all center divisions,814:52:03,,208,,3/18/2024 11:19,Referral Partner,,,,,,Sales Pipeline,14785508700,Not forecasted,Offline Sources,Associated_d3ca05f6,Deal_3d3dc242,,1,20000,,,0,Associated_d3ca05f6,FALSE,,,12/26/2023 14:54,,,TRUE,0,TRUE,12/8/2023,Deal_4a694ce8,20000,,20000,2616:19:02,0,,8/22/2023 14:55,,,1/14/2025 16:35,,Closed Lost,New
0,"customer service, claims and IT teams for 250 agen...",1638:40:50,,134,,1/3/2024 18:03,PAM,,,,,,Sales Pipeline,14785508475,Not forecasted,Offline Sources,Associated_a93c760a,Deal_3d3dc242,,1,55500,,,0,Associated_a93c760a,FALSE,,,8/22/2023 14:52,,,TRUE,0,TRUE,,Deal_a93c760a,55500,,55500,,0,,8/22/2023 14:53,,,2/5/2025 13:45,,Closed Lost,New
0,40 Agents 24 Month (4 Months Free),,,19,,9/7/2023 12:52,Event,,,,,,Sales Pipeline,14726829882,Not forecasted,Offline Sources,Associated_33a20d27,Deal_9c8b330d,,1,12000,,,0,Associated_33a20d27,FALSE,,,8/22/2023 14:00,,,TRUE,0,TRUE,,Deal_ccb36ef9,12000,,12000,,0,,8/18/2023 16:55,,,8/2/2024 11:36,,Closed Lost,New
0,"100 agents,  internal and 2 BPOs",2159:04:03,,89,,11/9/2023 8:27,PAM,,,,,,Sales Pipeline,14575314266,Not forecasted,Organic Search,Associated_b7cd45f5,Deal_3d3dc242,,1,30000,,,0,Associated_b7cd45f5,FALSE,,,8/22/2023 16:30,,,TRUE,0,TRUE,,Deal_86f23b56,30000,,30000,,0,,8/11/2023 10:23,,,9/2/2024 16:39,,Closed Lost,New
24000,Renewal and growth. 100 users.,2962:24:27,,383,,8/28/2024 9:24,SymTrain EE name,,,,,690:14:05,Sales Pipeline,14556037646,Closed won,Offline Sources,Associated_60459aba,Deal_3d3dc242,,1,24000,,,1,Associated_60459aba,TRUE,,,8/8/2024 10:06,,,FALSE,24000,TRUE,,Deal_1f00b561,24000,,24000,719:56:53,0,,8/10/2023 10:10,3286:22:50,,12/23/2024 10:25,,Closed Won,Renewal
12000,New Hire and Coaching,0:37:00,,165,,1/22/2024 12:29,Event,795:15:39,12/20/2023,,,,Sales Pipeline,14545852989,Closed won,Offline Sources,Associated_67d87cec,Deal_3d3dc242,,1,12000,,,1,Associated_67d87cec,TRUE,,1/20/2025,1/17/2024 15:17,,12/20/2023,FALSE,12000,TRUE,1/19/2024,Deal_67d87cec,12000,42:11:26,12000,1179:12:45,0,,8/9/2023 14:28,168:12:21,,12/16/2024 14:06,,Closed Won,New
15000,Discussing 8/9 Pilot Use case,288:56:56,,344,,7/19/2024 9:05,Event,4769:11:07,,,,72:27:18,Sales Pipeline,14542844254,Closed won,Offline Sources,Associated_3131dcee,Deal_3d3dc242,,1,15000,,,1,Associated_3131dcee,TRUE,,,2/6/2025 11:22,,11/28/2023,FALSE,15000,TRUE,12/28/2023,Deal_dc3d2f6a,15000,845:17:57,15000,,0,,8/9/2023 9:15,693:46:22,,2/6/2025 11:22,,Closed Won,PS
0,New hire Training and Coaching,2205:03:47,,91,,11/8/2023 10:52,Referral Partner,,,,,,Sales Pipeline,14531674916,Not forecasted,Offline Sources,Associated_af776924,Deal_3d3dc242,,1,100000,,,0,Associated_af776924,FALSE,,,9/12/2023 9:00,,,TRUE,0,TRUE,,Deal_4240f8c3,100000,,100000,,0,,8/8/2023 14:48,,,9/9/2024 12:15,,Closed Lost,New
12000,Growth into other and future customers,1920:35:33,,549,,1/31/2025 14:20,Referral Partner,,,,,,Sales Pipeline,14418104484,Closed won,Offline Sources,Associated_cce6af0b,Deal_90c2529c,,1,12000,,,1,Associated_cce6af0b,TRUE,,,1/28/2025 16:30,,,FALSE,12000,TRUE,,Deal_5947dc36,12000,,12000,9245:20:28,0,,8/1/2023 8:29,1943:36:18,,1/31/2025 14:20,,Closed Won,Growth
0,"Pitched coaching based on QA form, seeing a lot of...",817:11:36,,34,,8/31/2023 11:55,SymTrain EE name,,,,,,Sales Pipeline,14377129033,Not forecasted,Offline Sources,Associated_8937bb77,Deal_3d3dc242,,1,50000,,,0,Associated_8937bb77,FALSE,,,8/11/2023 10:00,,,TRUE,0,TRUE,,Deal_080558d6,50000,,50000,,0,,7/28/2023 10:43,,,2/5/2025 13:48,,Closed Lost,Growth
0,Pending customer to start with,2543:44:14,,105,,11/9/2023 9:55,PAM,,,,,,Sales Pipeline,14341861532,Not forecasted,Offline Sources,Associated_8ef1808f,Deal_3d3dc242,,1,100000,,,0,Associated_8ef1808f,FALSE,,,10/26/2023 10:27,,,TRUE,0,TRUE,,Deal_c8a478d8,100000,,100000,,0,,7/26/2023 11:11,,,2/11/2025 13:53,,Closed Lost,New
0,Current customer is struggling with role plays and...,164:23:59,,168,,1/4/2024 10:18,Event,3888:09:43,,,,,Sales Pipeline,14234455660,Not forecasted,Offline Sources,Associated_dd705eae,Deal_3d3dc242,,1,40000,,,0,Associated_dd705eae,FALSE,,,11/22/2023 9:23,,,TRUE,0,TRUE,,Deal_3dd9ad89,40000,,40000,,0,,7/19/2023 14:44,,,1/31/2025 8:47,,Closed Lost,New
0,New Hire Training and Coaching for scheduling all ...,309:05:05,,112,,11/9/2023 8:27,Event,,,,,,Sales Pipeline,14229843222,Not forecasted,Offline Sources,Associated_f6dba41a,Deal_3d3dc242,,1,60000,,,0,Associated_f6dba41a,FALSE,,,9/18/2023 9:23,,,TRUE,0,TRUE,,Deal_d08d71a5,60000,,60000,,0,,7/19/2023 11:05,,,12/18/2024 14:33,,Closed Lost,New
66000,2024 Renewal,2837:24:21,,419,,9/9/2024 18:05,SymTrain EE name,1556:24:38,,,,5663:12:27,Sales Pipeline,14217892146,Closed won,Organic Search,Associated_d5877754,Deal_3d3dc242,,1,66000,,,1,Associated_d5877754,TRUE,,,3/15/2024 14:02,,,FALSE,66000,TRUE,,Deal_a49db446,66000,,66000,,0,,7/18/2023 17:03,,,12/16/2024 14:00,,Closed Won,Renewal
61250,Expanding into coaching with OAI Integration,1660:45:57,,143,,12/8/2023 14:19,SymTrain EE name,,,,,,Sales Pipeline,14211779904,Closed won,Offline Sources,Associated_ced7599c,Deal_3d3dc242,,1,61250,,,1,Associated_ced7599c,TRUE,,,12/12/2023 18:08,,,FALSE,61250,TRUE,,Deal_98854a8a,61250,,61250,1108:55:56,0,,7/18/2023 12:09,,,1/19/2025 19:01,,Closed Won,Growth
0,"D2D team of over 3,500 users.",2734:48:53,,113,,11/9/2023 9:57,Referral Partner,,,,,,Sales Pipeline,14210952201,Not forecasted,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1,100000,,,0,Associated_970bb80e,FALSE,,,9/5/2023 16:51,,,TRUE,0,TRUE,,Deal_97a9e337,100000,,100000,,0,,7/18/2023 12:08,,,9/12/2024 18:30,,Closed Lost,Growth
0,New LOB Steve inherited for their collections and ...,2734:49:57,,113,,11/9/2023 9:57,Referral Partner,,,,,,Sales Pipeline,14211779472,Not forecasted,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1,40000,,,0,Associated_970bb80e,FALSE,,,9/5/2023 16:51,,,TRUE,0,TRUE,,Deal_cc6d05bd,40000,,40000,,0,,7/18/2023 12:07,,,9/12/2024 18:30,,Closed Lost,Growth
20000,Global New Hire Training,886:38:43,,647,3,4/25/2025 12:59,PAM,,,,,,Sales Pipeline,14211778624,Best case,Direct Traffic,Associated_f06de924,Deal_3d3dc242,,0,100000,,,0.2,Associated_f06de924,FALSE,,,4/24/2024 15:01,,,FALSE,20000,FALSE,,Deal_c4353beb,100000,,100000,,1,,7/18/2023 12:01,,,2/5/2025 13:57,,Deep Dive. PSP Drafted,New
0,Streamline entire Recruitment and New Hire Trainin...,1124:35:52,,113,,11/9/2023 9:47,Referral Partner,,,,,,Sales Pipeline,14211778391,Not forecasted,Offline Sources,Associated_a5d68d69,Deal_3d3dc242,,1,100000,,,0,Associated_a5d68d69,FALSE,,,8/18/2023 16:06,,,TRUE,0,TRUE,,Deal_6730f973,100000,,100000,,0,,7/18/2023 12:00,,,11/5/2024 9:33,,Closed Lost,New
21560,Escalation call center -different types of areas o...,2316:47:04,,398,,8/8/2024 15:31,Referral Partner,1153:50:31,,,,420:11:23,Sales Pipeline,14008462659,Closed won,Offline Sources,Associated_b19ef25f,Deal_3d3dc242,,1,21560,,,1,Associated_b19ef25f,TRUE,,,11/12/2024 16:56,,6/1/2024,FALSE,21560,TRUE,7/31/2024,Deal_b19ef25f,21560,764:39:57,21560,2539:15:41,0,,7/7/2023 12:19,132:55:51,,2/11/2025 6:26,,Closed Won,New
0,Hospital contact center for 8 different hospitals....,2806:19:41,,116,,11/1/2023 10:19,PAM,,,,,,Sales Pipeline,14008449290,Not forecasted,Offline Sources,Associated_f6dba41a,Deal_3d3dc242,,1,15000,,,0,Associated_f6dba41a,FALSE,,,7/28/2023 16:43,,,TRUE,0,TRUE,,Deal_d32a654a,15000,,15000,,0,,7/7/2023 11:57,,,12/18/2024 14:33,,Closed Lost,New
0,"Collections for Retail, Credit Cards, Loans and Ov...",0:00:06,,67,,9/11/2023 13:54,PAM,,,,,,Sales Pipeline,13982095242,Not forecasted,Offline Sources,Associated_f13e3963,Deal_3d3dc242,,1,6000,,,0,Associated_f13e3963,FALSE,,,,,,TRUE,0,TRUE,,Deal_867bf88c,6000,,6000,,0,,7/5/2023 14:26,,,9/2/2024 16:39,,Closed Lost,New
12000,,3889:31:31,,187,,1/9/2024 9:41,Customer Referral CSM,,,,,,Sales Pipeline,13981934856,Closed won,Offline Sources,Associated_50618d32,Deal_b7ff96bb,,1,12000,,,1,Associated_50618d32,TRUE,,,1/4/2024 6:21,,,FALSE,12000,TRUE,,Deal_e201d844,12000,,12000,619:16:11,0,,7/5/2023 13:53,,,2/13/2025 14:21,,Closed Won,Growth
4500,Streamline their current recruitment process,190:53:52,,34,,8/9/2023 9:19,Customer Referral CSM,,,,,,Sales Pipeline,13981816904,Closed won,Offline Sources,Associated_6d482c74,Deal_3d3dc242,,1,4500,,,1,Associated_6d482c74,TRUE,,,8/16/2023 16:00,,7/17/2023,FALSE,4500,TRUE,8/14/2023,Deal_62a68cab,4500,,4500,644:52:02,0,,7/5/2023 13:31,,,12/27/2024 11:09,,Closed Won,Growth
0,,1868:52:48,,77,,9/21/2023 10:20,Customer Referral CSM,,,,,,Sales Pipeline,13981816212,Not forecasted,Direct Traffic,Associated_ced7599c,Deal_b7ff96bb,,1,15000,,,0,Associated_ced7599c,FALSE,,,8/27/2024 12:43,,,TRUE,0,TRUE,,Deal_b453ec4a,15000,,15000,,0,,7/5/2023 13:26,,,1/19/2025 19:01,,Closed Lost,Growth
0,,1:34:11,,113,,10/26/2023 13:00,Event,,,,,,Sales Pipeline,13981724210,Not forecasted,Offline Sources,Associated_4aab5c2f,Deal_3d3dc242,,1,150000,,,0,Associated_4aab5c2f,FALSE,,,8/2/2023 13:31,,,TRUE,0,TRUE,,Deal_c9ff2e95,150000,,150000,,0,,7/5/2023 12:52,,,1/29/2025 15:56,,Closed Lost,New
0,,5009:43:35,,212,,1/29/2024 7:46,Event,,,,,,Sales Pipeline,13926987286,Not forecasted,Offline Sources,Associated_0a0d9e98,Deal_3d3dc242,,1,50000,,,0,Associated_0a0d9e98,FALSE,,,8/10/2023 14:30,,,TRUE,0,TRUE,,Deal_8c13e565,50000,,50000,,0,,6/30/2023 12:56,,,10/31/2024 12:09,,Closed Lost,New
0,"Law firm collection agency, primarily handle gover...",1267:15:19,,132,,11/9/2023 8:26,PAM,,,,,309:00:47,Sales Pipeline,13913192061,Not forecasted,Offline Sources,Associated_e8afd469,Deal_3d3dc242,,1,30000,,,0,Associated_e8afd469,FALSE,,,9/5/2023 10:46,,,TRUE,0,TRUE,,Deal_ec578518,30000,,30000,,0,,6/29/2023 14:57,,,1/25/2024 12:46,,Closed Lost,New
15000,Their client is Hotel Planner. Have 350 agents tot...,337:30:56,,129,,11/6/2023 8:16,Referral Partner,337:58:48,11/1/2023,,,,Sales Pipeline,13913191733,Closed won,Offline Sources,Associated_ea0c140e,Deal_3d3dc242,,1,15000,,,1,Associated_ea0c140e,TRUE,,11/1/2024,4/18/2024 12:27,,,FALSE,15000,TRUE,,Deal_933e50ca,15000,,15000,2132:08:31,0,,6/29/2023 14:55,,,2/7/2025 14:12,,Closed Won,New
0,,4839:18:14,,385,,7/19/2024 9:35,Event,1821:16:44,,,,1685:23:46,Sales Pipeline,13913191582,Not forecasted,Offline Sources,Associated_0cb10408,Deal_3d3dc242,,1,75000,,,0,Associated_0cb10408,FALSE,,,5/27/2024 18:19,,,TRUE,0,TRUE,,Deal_b9881326,75000,,75000,,0,,6/29/2023 14:53,,,2/13/2025 14:06,,Closed Lost,New
0,"wholesaler distributor, go find new products and a...",48:42:17,,75,,9/11/2023 13:54,Event,,,,,,Sales Pipeline,13886657569,Not forecasted,Offline Sources,Associated_74fd8f26,Deal_3d3dc242,,1,66000,,,0,Associated_74fd8f26,FALSE,,,9/5/2023 8:16,,,TRUE,0,TRUE,,Deal_116639c5,66000,,66000,,0,,6/27/2023 14:05,,,1/12/2024 17:56,,Closed Lost,New
0,,4246:07:36,,457,,9/23/2024 7:48,Customer Referral - Other,,,,,5974:43:09,Sales Pipeline,13835319382,Not forecasted,Offline Sources,Associated_d1d1e2d1,Deal_3d3dc242,,1,100000,,,0,Associated_d1d1e2d1,FALSE,,,11/22/2023 9:33,,,TRUE,0,TRUE,,Deal_ace54e4b,100000,,100000,,0,,6/23/2023 15:27,,,9/23/2024 7:48,,Closed Lost,New
0,,1675:12:37,,69,,8/23/2023 16:08,PAM,,,,,,Sales Pipeline,13714981258,Not forecasted,Offline Sources,Associated_8f7b54b9,Deal_3d3dc242,,1,21000,,,0,Associated_8f7b54b9,FALSE,,,,,,TRUE,0,TRUE,,Deal_001d08ba,21000,,21000,,0,,6/14/2023 20:55,,,10/3/2024 10:43,,Closed Lost,New
100000,Step 1 - Zenarate Replacement,924:40:35,,115,,9/28/2023 20:33,PAM,,,,,,Sales Pipeline,13588945588,Closed won,Offline Sources,Associated_dbe52e71,Deal_bb6f872e,,1,100000,,,1,Associated_dbe52e71,TRUE,,,8/30/2024 7:17,,10/1/2023,FALSE,100000,TRUE,10/1/2023,Deal_25bf9c99,100000,,100000,1493:40:09,0,,6/5/2023 12:30,493:03:12,,2/20/2025 16:41,,Closed Won,New
0,,97:01:58,,262,,2/20/2024 9:36,Event,1512:15:34,,,,,Sales Pipeline,13554628108,Not forecasted,Offline Sources,Associated_cc9735ee,Deal_3d3dc242,,1,27000,,,0,Associated_cc9735ee,FALSE,,,2/14/2024 16:35,,,TRUE,0,TRUE,,Deal_ed232720,27000,,27000,4509:55:07,0,,6/2/2023 13:30,,,9/2/2024 16:38,,Closed Lost,New
0,,1523:08:10,,63,,8/4/2023 9:24,Event,,,,,,Sales Pipeline,13546752697,Not forecasted,Offline Sources,Associated_d02c75aa,Deal_3d3dc242,,1,10000,,,0,Associated_d02c75aa,FALSE,,,6/1/2023 22:16,,,TRUE,0,TRUE,,Deal_5c1fe734,10000,,10000,,0,,6/1/2023 22:16,,,12/18/2024 13:23,,Closed Lost,New
15000,"trial end date 8/7
",121:05:49,,60,,8/1/2023 10:51,Event,1011:47:22,7/1/2023,,,,Sales Pipeline,13540347499,Closed won,Offline Sources,Associated_5c625991,Deal_3d3dc242,,1,15000,,,1,Associated_5c625991,TRUE,,8/1/2024,8/1/2023 14:00,,7/1/2023,FALSE,15000,TRUE,9/1/2023,Deal_88682a9d,15000,,15000,138:38:03,0,,6/1/2023 13:26,,,11/15/2024 12:24,,Closed Won,New
0,,2523:52:18,,113,,9/22/2023 14:38,SymTrain EE name,,,,,,Sales Pipeline,13539369802,Not forecasted,Offline Sources,Associated_7059f1f6,Deal_b7ff96bb,,1,62500,,,0,Associated_7059f1f6,FALSE,,,8/9/2023 13:35,,,TRUE,0,TRUE,,Deal_bc1002f7,62500,,62500,,0,,6/1/2023 11:24,,,1/29/2025 14:43,,Closed Lost,Growth
0,,818:16:32,,34,,7/5/2023 11:33,SymTrain EE name,,,,,,Sales Pipeline,13539295668,Not forecasted,Offline Sources,Associated_2fe60e04,Deal_b7ff96bb,,1,30000,,,0,Associated_2fe60e04,FALSE,,,,,,TRUE,0,TRUE,,Deal_30712336,30000,,30000,,0,,6/1/2023 11:17,,,1/3/2025 13:58,,Closed Lost,Growth
0,,4174:17:10,,173,,11/22/2023 10:14,SymTrain EE name,,,,1:26:52,,Sales Pipeline,13537607969,Not forecasted,Offline Sources,Associated_133e939d,Deal_b7ff96bb,,1,30000,,,0,Associated_133e939d,FALSE,,,11/8/2023 16:30,,,TRUE,0,TRUE,,Deal_af37b813,30000,,30000,,0,,6/1/2023 11:15,,,1/3/2025 11:04,,Closed Lost,Renewal
6000,,0:33:03,,42,,7/13/2023 8:55,Referral Partner,508:12:13,7/17/2023,,,,Sales Pipeline,13525575499,Closed won,Offline Sources,Associated_33af9cf7,Deal_3cf008ff,,1,6000,,,1,Associated_33af9cf7,TRUE,,7/17/2024,6/23/2023 15:00,,5/17/2023,FALSE,6000,TRUE,7/17/2023,Deal_33af9cf7,6000,,6000,473:30:55,0,,5/31/2023 14:41,3:02:35,,2/20/2025 9:16,,Closed Won,New
0,"Entire district leaders (23), will be onsite for 3...",163:12:44,,64,,8/4/2023 10:37,Event,218:58:18,,,,,Sales Pipeline,13525574943,Not forecasted,Offline Sources,Associated_f3ad2d62,Deal_3d3dc242,,1,67500,,,0,Associated_f3ad2d62,FALSE,,,7/18/2023 16:00,,,TRUE,0,TRUE,,Deal_f3ad2d62,67500,,67500,,0,,5/31/2023 14:37,1003:12:33,,9/2/2024 16:38,,Closed Lost,New
