Weighted amount,Deal Description,"Cumulative time in ""BANT Deal. Pain ID'ed (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Opportunity (Sales Pipeline)"" (HH:mm:ss)",Days to close,Deal Score,Close Date,Deal source attribution 2,"Cumulative time in ""In Trial - Trial in Progress (Sales Pipeline)"" (HH:mm:ss)",Contract Start Date,"Cumulative time in ""Partner Referrals  (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Closed Lost (Sales Pipeline)"" (HH:mm:ss)","Cumulative time in ""Deep Dive. PSP Drafted (Sales Pipeline)"" (HH:mm:ss)",Pipeline,Record ID,Forecast category,Original Traffic Source,Associated Company,Deal owner,Annual contract value,Is Closed (numeric),Amount in company currency,Annual recurring revenue,Monthly recurring revenue,Deal probability,Associated Company (Primary),Is Closed Won,Forecast probability,Contract End Date,Last Activity Date,Contract Term (Months),Trial Start date,Is closed lost,Weighted amount in company currency,Is Deal Closed?,Trial End Date,Deal Name,Amount,"Cumulative time in ""Closed Trial (Sales Pipeline)"" (HH:mm:ss)",Forecast amount,"Cumulative time in ""Negotiation (Sales Pipeline)"" (HH:mm:ss)",Is Open (numeric),"Cumulative time in ""Renewals  (Sales Pipeline)"" (HH:mm:ss)",Create Date,"Cumulative time in ""Contract Sent (Sales Pipeline)"" (HH:mm:ss)",Total contract value,Last Modified Date,"Cumulative time in ""Closed Won (Sales Pipeline)"" (HH:mm:ss)",Deal Stage,Deal Type
0,"MyLife Advisors Division, 200/225 associates that ...",2812:54:42,,266,,2/21/2024 16:21,SymTrain EE name,,,,,,Sales Pipeline,13512856226,Not forecasted,Direct Traffic,Associated_a771a5a3,Deal_3d3dc242,,1,15000,,,0,Associated_a771a5a3,FALSE,,,1/2/2024 16:46,,,TRUE,0,TRUE,,Deal_78b396f7,15000,,15000,,0,,5/30/2023 19:24,,,12/18/2024 14:33,,Closed Lost,New
6000,Sales following the Sandler Sales Method: 1.     B...,577:49:58,,48,,7/17/2023 16:40,Referral Partner,164:24:53,,,,,Sales Pipeline,13507359857,Closed won,Offline Sources,Associated_970bb80e,Deal_3d3dc242,,1,6000,,,1,Associated_970bb80e,TRUE,,,7/17/2023 14:00,,7/1/2023,FALSE,6000,TRUE,7/31/2023,Deal_a4587f72,6000,,6000,168:05:27,0,,5/30/2023 13:34,101:11:21,,12/16/2024 14:04,,Closed Won,New
0,New Hiring Training and for Recruitment for 300 us...,1:40:39,,93,,8/31/2023 11:55,Event,256:51:44,,,,,Sales Pipeline,13506983093,Not forecasted,Offline Sources,Associated_8937bb77,Deal_3d3dc242,,1,90000,,,0,Associated_8937bb77,FALSE,,,7/11/2023 16:39,,7/13/2023,TRUE,0,TRUE,10/13/2023,Deal_b99d9461,90000,,90000,485:50:16,0,,5/30/2023 11:52,173:05:15,,2/5/2025 13:48,1166:41:17,Closed Lost,New
0,,2645:57:17,,110,,8/23/2023 16:08,Referral Partner,,,,,,Sales Pipeline,13242199078,Not forecasted,Offline Sources,Associated_055265d0,Deal_3d3dc242,,1,24000,,,0,Associated_055265d0,FALSE,,,5/5/2023 9:01,,,TRUE,0,TRUE,,Deal_4ad10d7a,24000,,24000,,0,,5/5/2023 10:10,,,1/12/2024 17:56,,Closed Lost,New
0,,503:38:37,,183,,11/1/2023 10:17,SymTrain EE name,,,,,,Sales Pipeline,13205430316,Not forecasted,Offline Sources,Associated_c80907b6,Deal_3d3dc242,,1,60000,,,0,Associated_c80907b6,FALSE,,,,,,TRUE,0,TRUE,,Deal_dbceb4ce,60000,,60000,,0,,5/2/2023 9:29,,,10/24/2024 3:52,,Closed Lost,New
0,,2836:11:10,,118,,8/23/2023 16:08,PAM,,,,,,Sales Pipeline,13160765450,Not forecasted,Offline Sources,Associated_2a12844a,Deal_3d3dc242,,1,15000,,,0,Associated_2a12844a,FALSE,,,7/10/2023 13:15,,,TRUE,0,TRUE,,Deal_f493fbd6,15000,,15000,,0,,4/27/2023 11:56,,,12/18/2024 16:47,,Closed Lost,New
0,,1420:40:00,,59,,6/23/2023 11:33,PAM,,,,,,Sales Pipeline,13134551697,Not forecasted,Offline Sources,Associated_1d9e86b3,Deal_3d3dc242,,1,6000,,,0,Associated_1d9e86b3,FALSE,,,5/11/2023 12:00,,,TRUE,0,TRUE,,Deal_3da16800,6000,,6000,,0,,4/25/2023 10:44,,,2/14/2025 13:27,,Closed Lost,New
0,,0:48:29,,79,,7/7/2023 11:43,PAM,,,,,,Sales Pipeline,13048072971,Not forecasted,Offline Sources,Associated_a62c74cb,Deal_3d3dc242,,1,21000,,,0,Associated_a62c74cb,FALSE,,,5/9/2023 15:48,,,TRUE,0,TRUE,,Deal_c92e92b4,21000,,21000,,0,,4/18/2023 14:41,,,9/2/2024 16:39,,Closed Lost,New
0,,2666:01:43,,310,,2/15/2024 13:44,SymTrain EE name,2449:16:18,,,,,Sales Pipeline,12927835701,Not forecasted,Offline Sources,Associated_44a7d876,Deal_b7ff96bb,,1,50000,,,0,Associated_44a7d876,FALSE,,,2/7/2024 15:00,,,TRUE,0,TRUE,,Deal_df8c9427,50000,,50000,2327:53:41,0,,4/11/2023 11:32,,,12/18/2024 16:47,,Closed Lost,New
0,,1227:13:40,,264,,12/31/2023 11:13,SymTrain EE name,,,,,,Sales Pipeline,12925391644,Closed won,Offline Sources,Associated_4019582e,Deal_90c2529c,,1,0,,,1,Associated_4019582e,TRUE,,,5/30/2024 11:47,,,FALSE,0,TRUE,,Deal_a5f59232,0,,0,,0,0:03:05,4/11/2023 8:19,,,2/20/2025 11:21,,Closed Won,Renewal
0,,,,637,,1/6/2025 19:32,,,,,,,Sales Pipeline,12920180250,Not forecasted,Offline Sources,Associated_995eff83,Deal_de6502bd,,1,0,,,0,Associated_995eff83,FALSE,,,,,,TRUE,0,TRUE,,Deal_b52d42f4,0,,0,,0,3849:21:45,4/10/2023 19:38,,,2/13/2025 13:19,,Closed Lost,Renewal
112000,,0:00:03,,10,,4/20/2023 20:36,Referral Partner,,,,,,Sales Pipeline,12916835594,Closed won,Offline Sources,Associated_995eff83,Deal_bb6f872e,,1,112000,,,1,Associated_995eff83,TRUE,,,9/5/2023 16:33,,9/5/2023,FALSE,112000,TRUE,9/5/2023,Deal_d694e3eb,112000,,112000,6:15:41,0,,4/10/2023 12:58,65:46:55,,2/13/2025 13:19,3483:29:43,Closed Won,Growth
0,Rogers Comm is one of LiveXchanges's supporting th...,41:15:26,,139,,8/23/2023 16:09,Referral Partner,,,,,,Sales Pipeline,12873538401,Not forecasted,Offline Sources,Associated_fd388839,Deal_3d3dc242,,1,50000,,,0,Associated_fd388839,FALSE,,,4/25/2023 11:00,,,TRUE,0,TRUE,,Deal_92cf940a,50000,,50000,,0,,4/6/2023 15:37,,,2/6/2025 9:04,,Closed Lost,New
0,,3019:40:16,,316,34,2/16/2024 11:56,SymTrain EE name,,,,,,Sales Pipeline,12854398239,Commit,Offline Sources,Associated_5b184dcd,Deal_3d3dc242,,0,0,,,0.7,Associated_0170cd3d,FALSE,,,2/20/2025 15:06,,10/12/2023,FALSE,0,FALSE,2/1/2024,Deal_c16f6a17,0,1443:22:23,0,164:25:20,1,,4/5/2023 13:35,72:23:22,,2/20/2025 15:06,,In Trial - Trial in Progress,New
30000,,,,374,,4/1/2024 14:48,SymTrain EE name,,,,,,Sales Pipeline,12705847613,Closed won,Offline Sources,,Deal_90c2529c,,1,30000,,,1,,TRUE,,,6/1/2023 9:02,,,FALSE,30000,TRUE,,Deal_dde98e9d,30000,,30000,,0,1203:40:54,3/24/2023 11:07,,,2/19/2025 10:11,,Closed Won,Renewal
45000,,,,644,,12/27/2024 16:30,,,,,,,Sales Pipeline,12705678126,Closed won,Offline Sources,Associated_7059f1f6,Deal_3cf008ff,,1,45000,,,1,Associated_7059f1f6,TRUE,,,10/13/2023 15:56,,,FALSE,45000,TRUE,,Deal_e5e7826b,45000,,45000,,0,3892:24:26,3/24/2023 11:00,,,1/29/2025 14:43,,Closed Won,Renewal
0,,,,684,,2/5/2025 12:06,,,,,,,Sales Pipeline,12705702960,Not forecasted,,,Deal_b7ff96bb,,1,0,,,0,,FALSE,,,6/15/2023 12:45,,,TRUE,0,TRUE,,Deal_34073575,0,,0,,0,4561:56:14,3/24/2023 10:58,,,2/5/2025 12:08,,Closed Lost,Renewal
0,,,,684,,2/5/2025 12:06,,,,,,,Sales Pipeline,12705156417,Not forecasted,Direct Traffic,Associated_c257243e,Deal_b7ff96bb,,1,0,,,0,Associated_c257243e,FALSE,,,,,,TRUE,0,TRUE,,Deal_dc73a9c8,0,,0,,0,4561:55:36,3/24/2023 9:59,,,2/5/2025 12:06,,Closed Lost,Renewal
0,,1146:34:57,,47,,5/8/2023 11:49,SymTrain EE name,,,,,,Sales Pipeline,12653014188,Not forecasted,Offline Sources,Associated_ef481971,Deal_b7ff96bb,,1,14400,,,0,Associated_ef481971,FALSE,,,,,,TRUE,0,TRUE,,Deal_b91a93ca,14400,,14400,,0,,3/21/2023 16:24,,,9/12/2024 18:30,,Closed Lost,Growth
5000,"200 user, 4 week trial. ",1750:56:06,,745,1,4/4/2025 13:00,Social Media,,,,,,Sales Pipeline,12645534483,Pipeline,Direct Traffic,Associated_9af606ec,Deal_a360069f,,0,50000,,,0.1,Associated_9af606ec,FALSE,,,9/17/2024 12:46,,,FALSE,5000,FALSE,,Deal_1773bedd,50000,,50000,1719:05:42,1,,3/21/2023 9:13,121:49:06,,2/5/2025 12:00,,BANT Deal. Pain ID'ed,New
0,,2569:54:20,,107,,7/5/2023 11:49,SymTrain EE name,,,,,,Sales Pipeline,12626572587,Not forecasted,Offline Sources,Associated_141fa164,Deal_b7ff96bb,,1,15000,,,0,Associated_141fa164,FALSE,,,6/15/2023 14:09,,,TRUE,0,TRUE,,Deal_059c07a0,15000,,15000,,0,,3/20/2023 11:46,,,2/11/2025 4:38,,Closed Lost,Growth
12000,50 seat deal for their ops/trial customers. City F...,375:32:10,,144,,8/11/2023 14:18,Customer Referral - Other,,,,,,Sales Pipeline,14574414463,Closed won,Offline Sources,Associated_e075732e,Deal_3d3dc242,,1,12000,,,1,Associated_99580638,TRUE,,,8/16/2024 15:49,,8/11/2023,FALSE,12000,TRUE,8/31/2023,Deal_0c4da90e,12000,,12000,2747:49:52,0,,3/20/2023 11:08,121:09:50,,2/19/2025 10:45,,Closed Won,New
0,,101:01:24,,590,,10/27/2024 15:09,,,,,,,Sales Pipeline,12579262476,Not forecasted,Offline Sources,Associated_ef481971,Deal_b7ff96bb,,1,0,,,0,Associated_ef481971,FALSE,,,4/12/2023 14:22,,,TRUE,0,TRUE,,Deal_90501841,0,,0,,0,2139:58:57,3/17/2023 11:16,,,10/27/2024 15:10,,Closed Lost,Renewal
0,Looking to solidify relationship - Potential for a...,101:51:35,,691,,2/5/2025 12:06,,,,,,,Sales Pipeline,12578881135,Not forecasted,Offline Sources,Associated_98016eea,Deal_b7ff96bb,,1,0,,,0,Associated_98016eea,FALSE,,,,,,TRUE,0,TRUE,,Deal_6dd02d66,0,,0,,0,4561:55:36,3/17/2023 10:29,,,2/5/2025 12:07,,Closed Lost,Renewal
0,"Office staff, working inside salesforce applicatio...",2185:41:25,,90,,6/14/2023 11:49,Event,,,,,,Sales Pipeline,12550652832,Not forecasted,Offline Sources,Associated_630b629b,Deal_3d3dc242,,1,30000,,,0,Associated_630b629b,FALSE,,,4/18/2023 15:33,,,TRUE,0,TRUE,,Deal_b1b83cf6,30000,,30000,,0,,3/15/2023 17:07,,,1/12/2024 17:56,,Closed Lost,New
6000,Need additional licenses for current users - renew...,1132:59:31,,74,,5/22/2023 11:50,SymTrain EE name,,,,,,Sales Pipeline,12459674266,Closed won,,,Deal_b7ff96bb,,1,6000,,,1,,TRUE,,,4/12/2023 14:41,,,FALSE,6000,TRUE,,Deal_16636a2c,6000,,6000,546:11:01,0,,3/9/2023 10:45,95:34:25,,11/21/2024 14:57,,Closed Won,Growth
0,For SupportU's Customer HealthLock. 200 agents to ...,180:55:24,,242,,11/1/2023 10:17,Event,,,,,,Sales Pipeline,12391034404,Not forecasted,Offline Sources,,Deal_3d3dc242,,1,48000,,,0,,FALSE,,,9/12/2023 9:02,,,TRUE,0,TRUE,,Deal_ba452083,48000,,48000,4698:20:32,0,,3/3/2023 18:00,271:13:20,,6/14/2024 17:40,,Closed Lost,New
0,PLG Trial for their sales department to start.,,,75,,5/15/2023 11:50,Event,1822:34:45,,,,,Sales Pipeline,12344587778,Not forecasted,Offline Sources,Associated_02629d10,Deal_3d3dc242,,1,50000,,,0,Associated_02629d10,FALSE,,,9/13/2023 9:00,,,TRUE,0,TRUE,,Deal_d57cd941,50000,,50000,,0,,2/28/2023 14:03,,,1/25/2024 12:38,,Closed Lost,New
0,"80-90 agents between 1 internal, 2 BPO partners du...",2853:02:54,,118,,6/23/2023 11:50,Customer Referral - Other,,,,,,Sales Pipeline,12293065119,Not forecasted,Offline Sources,Associated_25147699,Deal_3d3dc242,,1,30000,,,0,Associated_25147699,FALSE,,,3/16/2023 14:54,,,TRUE,0,TRUE,,Deal_a2e13f2a,30000,,30000,,0,,2/24/2023 17:22,,,1/12/2024 17:56,,Closed Lost,New
0,Hotline and Field Support Training on difficult co...,1:35:52,,81,,5/17/2023 11:51,Event,,,,,,Sales Pipeline,12291872627,Not forecasted,Offline Sources,Associated_f82fc573,Deal_3d3dc242,,1,12000,,,0,Associated_f82fc573,FALSE,,,4/12/2023 13:18,,,TRUE,0,TRUE,,Deal_add1b153,12000,,12000,,0,,2/24/2023 12:41,,,1/12/2024 17:56,,Closed Lost,New
32500,BPO with lots of seasonality. Start pilot with sma...,76:55:39,,111,,6/15/2023 11:51,Referral Partner,,,,,,Sales Pipeline,12290125701,Closed won,Direct Traffic,Associated_0172e8dc,Deal_3d3dc242,,1,32500,,,1,Associated_0172e8dc,TRUE,,,6/25/2024 10:50,,,FALSE,32500,TRUE,,Deal_0172e8dc,32500,,32500,266:53:25,0,,2/24/2023 10:10,117:44:46,,11/21/2024 17:01,,Closed Won,New
0,Expanding within Optavize to show success in multi...,2351:54:19,,98,,6/1/2023 11:51,SymTrain EE name,,,,,,Sales Pipeline,12279252011,Not forecasted,Offline Sources,Associated_2fe60e04,Deal_b7ff96bb,,1,15000,,,0,Associated_2fe60e04,FALSE,,,,,,TRUE,0,TRUE,,Deal_1ea2e453,15000,,15000,,0,,2/23/2023 10:38,,,9/18/2024 18:48,,Closed Lost,Growth
0,D2D Sales for Onboarding and coaching,18:44:03,,165,,8/7/2023 9:49,Referral Partner,,,,,,Sales Pipeline,12271860060,Not forecasted,Offline Sources,Associated_2e37de18,Deal_3d3dc242,,1,11250,,,0,Associated_2e37de18,FALSE,,,2/22/2023 17:54,,,TRUE,0,TRUE,,Deal_b19e39b8,11250,,11250,,0,,2/22/2023 16:27,,,1/12/2024 17:56,,Closed Lost,New
0,,1821:44:36,,0,,2/22/2023 11:42,Event,,,,,,Sales Pipeline,12270134701,Not forecasted,Offline Sources,Associated_42a5ae54,Deal_3d3dc242,,1,20000,,,0,Associated_42a5ae54,FALSE,,,,,,TRUE,0,TRUE,,Deal_d87c85fb,20000,,20000,,0,,2/22/2023 12:46,,,1/12/2024 17:56,,Closed Lost,New
0,Partner Agreement with HarborCoat to launch symtra...,814:55:23,,251,,10/31/2023 14:56,Referral Partner,,,,,,Sales Pipeline,12258530565,Not forecasted,Offline Sources,Associated_a03bb13b,Deal_3d3dc242,,1,75000,,,0,Associated_a03bb13b,FALSE,,,6/16/2023 12:00,,,TRUE,0,TRUE,,Deal_2295808e,75000,,75000,,0,,2/21/2023 16:25,,,1/12/2024 17:56,,Closed Lost,New
48000,200 agents to support onboarding and coaching for ...,332:26:31,,115,,6/16/2023 11:51,Event,669:38:30,,,,,Sales Pipeline,12243057957,Closed won,Offline Sources,Associated_6d482c74,Deal_3d3dc242,,1,48000,,,1,Associated_6d482c74,TRUE,,,7/11/2023 14:23,,,FALSE,48000,TRUE,,Deal_0842a193,48000,,48000,1037:58:16,0,,2/20/2023 12:43,74:38:49,,12/27/2024 11:09,,Closed Won,New
0,Pending confirmation on which LOB to start with du...,1941:47:46,,689,,1/6/2025 21:52,SymTrain EE name,,,,,,Sales Pipeline,12205858729,Not forecasted,Offline Sources,Associated_e8b683a8,Deal_3d3dc242,,1,75000,,,0,Associated_e8b683a8,FALSE,,,2/21/2024 9:53,,,TRUE,0,TRUE,,Deal_dc7cbe3a,75000,,75000,,0,,2/17/2023 12:43,13468:00:38,,1/6/2025 21:53,,Closed Lost,New
0,Renewal,,,718,,2/5/2025 12:07,SymTrain EE name,,,,,,Sales Pipeline,12205687198,Closed won,Offline Sources,Associated_133e939d,Deal_96aa4419,,1,0,,,1,Associated_133e939d,TRUE,,,12/11/2024 13:00,,,FALSE,0,TRUE,,Deal_eaab5b83,0,,0,117:23:12,0,4561:56:46,2/17/2023 12:27,,,2/5/2025 12:07,,Closed Won,Renewal
15000,Sales Prep Training,21:51:54,,176,,8/11/2023 20:18,Event,672:06:51,,,,,Sales Pipeline,12191175776,Closed won,Offline Sources,Associated_60459aba,Deal_3d3dc242,,1,15000,,,1,Associated_60459aba,TRUE,,,7/1/2024 12:04,,5/1/2023,FALSE,15000,TRUE,7/31/2023,Deal_4a318950,15000,,15000,1692:08:39,0,,2/16/2023 14:48,21:29:21,,12/23/2024 10:25,,Closed Won,New
0,"improve retention metrics
",1431:29:23,,372,,2/21/2024 15:36,Event,1038:46:11,,,,,Sales Pipeline,12152008989,Not forecasted,Offline Sources,,Deal_3d3dc242,,1,80940,,,0,,FALSE,,,10/22/2024 11:00,,1/1/2024,TRUE,0,TRUE,2/29/2024,Deal_162099a1,80940,167:28:13,80940,656:05:12,0,,2/14/2023 7:23,22:14:21,,2/3/2025 12:56,,Closed Lost,New
0,PLG for their customer service reps who supports p...,743:34:27,,95,,5/17/2023 11:52,Event,1560:17:00,,,,,Sales Pipeline,12103623186,Not forecasted,Offline Sources,Associated_ad870001,Deal_3d3dc242,,1,20000,,,0,Associated_ad870001,FALSE,,,5/9/2023 15:46,,,TRUE,0,TRUE,,Deal_8514dc8e,20000,,20000,,0,,2/10/2023 12:44,,,1/12/2024 17:56,,Closed Lost,New
12000,"230304 JWM - Starting with small group again. 
230...",117:32:15,,49,,3/31/2023 13:23,Event,,,,,,Sales Pipeline,12091214396,Closed won,Offline Sources,Associated_50618d32,Deal_a360069f,,1,12000,,,1,Associated_50618d32,TRUE,,,6/12/2023 9:13,,,FALSE,12000,TRUE,,Deal_4ec4c18f,12000,,12000,458:35:23,0,,2/9/2023 16:45,718:28:02,,2/13/2025 14:21,,Closed Won,New
0,,3567:44:09,,148,,7/7/2023 11:52,SymTrain EE name,,,,,,Sales Pipeline,12074424995,Not forecasted,Offline Sources,Associated_95fba57c,Deal_3d3dc242,,1,50000,,,0,Associated_95fba57c,FALSE,,,3/15/2023 16:39,,,TRUE,0,TRUE,,Deal_6e56cb59,50000,,50000,,0,,2/8/2023 20:36,,,11/11/2024 12:51,,Closed Lost,New
0,,21:48:46,,0,,2/7/2023 10:54,Search,,,,,,Sales Pipeline,12038760465,Not forecasted,Direct Traffic,Associated_75707cf3,Deal_3d3dc242,,1,25000,,,0,Associated_75707cf3,FALSE,,,2/7/2023 11:42,,,TRUE,0,TRUE,,Deal_7a8944e3,25000,,25000,,0,,2/6/2023 12:48,,,1/12/2024 17:56,,Closed Lost,New
72000,Trial is Coaching Use Case for their Collections a...,915:15:31,,96,,5/10/2023 11:55,Search,436:09:41,,,,,Sales Pipeline,12002788421,Closed won,Organic Search,Associated_bcd8dc22,Deal_3d3dc242,,1,72000,,,1,Associated_bcd8dc22,TRUE,,,7/26/2023 9:11,,,FALSE,72000,TRUE,,Deal_cd713c22,72000,,72000,551:12:11,0,,2/3/2023 9:04,64:10:58,,1/30/2025 14:04,,Closed Won,New
15400,Renewal of the 2023 unlimited license model,3337:02:30,,292,,11/21/2023 15:33,SymTrain EE name,90:15:18,,,,,Sales Pipeline,11993267974,Closed won,Offline Sources,Associated_4019582e,Deal_de6502bd,,1,15400,,,1,Associated_4019582e,TRUE,,,5/30/2024 11:47,,,FALSE,15400,TRUE,,Deal_5963c156,15400,,15400,697:07:05,0,,2/2/2023 12:19,526:58:11,,2/20/2025 11:21,,Closed Won,Growth
21000,Opening new site and will have 50 agents to start ...,3089:26:41,,344,,1/4/2024 10:18,Referral Partner,3309:12:21,,,,,Sales Pipeline,11834219135,Closed won,Offline Sources,Associated_cce6af0b,Deal_3d3dc242,,1,21000,,,1,Associated_cce6af0b,TRUE,,,6/25/2024 17:03,,6/30/2023,FALSE,21000,TRUE,12/31/2023,Deal_2744e58b,21000,,21000,680:45:35,0,,1/24/2023 13:42,0:49:32,,1/3/2025 14:04,2850:59:13,Closed Won,New
0,,1101:09:41,,105,,5/4/2023 11:56,Event,1419:07:11,,,,,Sales Pipeline,11764517718,Not forecasted,Offline Sources,Associated_84a2c5e0,Deal_bb6f872e,,1,7500,,,0,Associated_84a2c5e0,FALSE,,,1/19/2023 10:27,,,TRUE,0,TRUE,,Deal_a1f0b1cd,7500,,7500,,0,,1/19/2023 10:26,,,1/12/2024 17:56,,Closed Lost,New
0,,625:21:32,,75,,4/4/2023 11:56,Referral Partner,701:16:01,,,,,Sales Pipeline,11764516988,Not forecasted,Offline Sources,Associated_da05dcf2,Deal_bb6f872e,,1,8000,,,0,Associated_da05dcf2,FALSE,,,3/14/2023 11:30,,,TRUE,0,TRUE,,Deal_a2e8de16,8000,,8000,,0,,1/19/2023 10:21,,,1/12/2024 17:56,,Closed Lost,New
0,TBD: Pending initial customer.,72:24:16,,439,,4/2/2024 11:45,Referral Partner,,,,,2571:59:36,Sales Pipeline,11764379525,Not forecasted,Offline Sources,Associated_d82a09b2,Deal_3d3dc242,,1,50000,,,0,Associated_d82a09b2,FALSE,,,4/18/2024 14:01,,,TRUE,0,TRUE,,Deal_58892126,50000,,50000,618:56:45,0,,1/19/2023 10:16,527:56:46,,12/23/2024 9:57,,Closed Lost,New
0,"trial with higher level sales
",4998:14:45,,434,,3/21/2024 18:12,Referral Partner,3709:21:50,,,,,Sales Pipeline,11665797173,Not forecasted,Offline Sources,Associated_c45d1d2d,Deal_3d3dc242,,1,100000,,,0,Associated_c45d1d2d,FALSE,,,2/27/2024 11:42,,,TRUE,0,TRUE,,Deal_7d15a2e7,100000,,100000,837:52:05,0,,1/11/2023 18:40,250:47:24,,2/4/2025 15:39,,Closed Lost,New
0,,917:20:26,,37,,2/16/2023 10:57,SymTrain EE name,,,,,,Sales Pipeline,11636340366,Not forecasted,Offline Sources,Associated_d2b9e537,Deal_3d3dc242,,1,20000,,,0,Associated_d2b9e537,FALSE,,,,,,TRUE,0,TRUE,,Deal_c990ec1c,20000,,20000,,0,,1/9/2023 13:15,,,2/13/2025 13:25,,Closed Lost,New
,,595:51:01,,24,,2/3/2023 10:57,PAM,,,,,,Sales Pipeline,11636340280,Not forecasted,Offline Sources,Associated_4e50373d,Deal_3d3dc242,,1,,,,0,Associated_4e50373d,FALSE,,,,,,TRUE,,TRUE,,Deal_3d2b3bd0,,,,,0,,1/9/2023 13:15,,,1/12/2024 17:56,,Closed Lost,New
0,CLRU: Central Loss Reporting Unit,2157:25:01,,763,,2/5/2025 11:56,PAM,11090:37:07,,,,,Sales Pipeline,11579853598,Not forecasted,Offline Sources,Associated_6e310aa8,Deal_3d3dc242,,1,0,,,0,Associated_6e310aa8,FALSE,,,1/14/2025 15:17,,9/25/2023,TRUE,0,TRUE,2/29/2024,Deal_9b721aaf,0,117:44:21,0,1879:53:43,0,,1/4/2023 11:51,27:14:27,,2/5/2025 11:57,544:29:48,Closed Lost,New
0,7/7: TBD on Use Case ,7385:29:43,,562,,7/19/2024 9:38,PAM,,,,,,Sales Pipeline,11570483865,Not forecasted,Direct Traffic,Associated_0838bbee,Deal_a360069f,,1,50000,,,0,Associated_0838bbee,FALSE,,,12/12/2023 14:04,,,TRUE,0,TRUE,,Deal_d60a2314,50000,,50000,,0,,1/3/2023 18:08,6117:00:14,,2/11/2025 4:44,,Closed Lost,New
0,"Small, large vid library logistics
",,,84,,3/6/2023 10:58,SymTrain EE name,,2/1/2023,,,,Sales Pipeline,11311077008,Not forecasted,Organic Search,Associated_abff79b0,Deal_a360069f,,1,5000,,,0,Associated_abff79b0,FALSE,,,2/9/2023 14:45,12,,TRUE,0,TRUE,,Deal_6cb3f3b9,5000,,5000,2033:23:43,0,,12/11/2022 15:49,,,1/12/2024 17:56,,Closed Lost,New
0,Deal is with HCL. They have a large teamin GC doin...,,,241,,8/9/2023 16:33,SymTrain EE name,,,,,,Sales Pipeline,11310773651,Not forecasted,Offline Sources,Associated_e572ad43,Deal_3d3dc242,,1,30000,,,0,Associated_e572ad43,FALSE,,,3/28/2023 17:26,12,,TRUE,0,TRUE,,Deal_bf2dde3c,30000,,30000,,0,,12/11/2022 14:46,3751:10:17,,12/18/2024 14:33,,Closed Lost,New
60000,Preventative Maintenance Onboarding ,,,109,,3/31/2023 11:58,PAM,,,,,,Sales Pipeline,11310201388,Closed won,Offline Sources,Associated_d413221b,Deal_3d3dc242,,1,60000,,,1,Associated_e850070b,TRUE,,,2/1/2024 14:41,,,FALSE,60000,TRUE,,Deal_c120056e,60000,,60000,2443:57:26,0,,12/11/2022 14:24,,,12/16/2024 13:55,,Closed Won,New
0,,3196:26:09,,133,,3/23/2023 11:59,Event,,,,,,Sales Pipeline,10881745185,Not forecasted,Direct Traffic,Associated_b73c74da,Deal_bb6f872e,,1,10000,,,0,Associated_b73c74da,FALSE,,,,,,TRUE,0,TRUE,,Deal_6e0cc3fe,10000,,10000,,0,,11/10/2022 7:49,,,1/12/2024 17:56,,Closed Lost,New
0,,1802:38:55,,75,,1/24/2023 10:59,Event,,,,,,Sales Pipeline,10881745030,Not forecasted,Offline Sources,Associated_f742a7ef,Deal_bb6f872e,,1,10000,,,0,Associated_f742a7ef,FALSE,,,,,,TRUE,0,TRUE,,Deal_36a2e9ae,10000,,10000,,0,,11/10/2022 7:48,,,12/18/2024 14:33,,Closed Lost,New
0,,2189:28:05,,91,,2/9/2023 10:59,SymTrain EE name,,,,,,Sales Pipeline,10881763501,Not forecasted,Offline Sources,Associated_d8c3b09f,Deal_bb6f872e,,1,30000,,,0,Associated_d8c3b09f,FALSE,,,,,,TRUE,0,TRUE,,Deal_dc15019c,30000,,30000,,0,,11/10/2022 7:45,,,12/18/2024 13:23,,Closed Lost,New
0,BPO launch,672:15:30,,91,,2/9/2023 11:00,SymTrain EE name,,,,,,Sales Pipeline,10874517338,Not forecasted,Offline Sources,Associated_73370300,Deal_a360069f,,1,100000,,,0,Associated_73370300,FALSE,,,11/26/2024 9:21,,,TRUE,0,TRUE,,Deal_7c34989a,100000,,100000,1531:17:54,0,,11/9/2022 17:40,,,1/22/2025 16:43,,Closed Lost,New
8000,,,,0,,11/8/2022 11:00,Search,,,,,,Sales Pipeline,10858787222,Closed won,Organic Search,Associated_c9217335,Deal_96aa4419,,1,8000,,,1,Associated_c9217335,TRUE,,,12/2/2024 12:15,,,FALSE,8000,TRUE,,Deal_fb5b5fb7,8000,,8000,,0,,11/8/2022 13:19,,,12/2/2024 12:15,,Closed Won,New
,,2183:01:39,,469,,2/15/2024 13:45,SymTrain EE name,2666:02:24,,,,,Sales Pipeline,10795413573,Not forecasted,Offline Sources,Associated_44a7d876,Deal_96aa4419,,1,,,,0,Associated_44a7d876,FALSE,,,2/7/2024 15:00,12,7/17/2023,TRUE,,TRUE,10/20/2023,Deal_935049a1,,,,1092:05:27,0,,11/3/2022 11:31,,,11/21/2024 17:00,2440:28:17,Closed Lost,New
